"ID","tweet","word","tagType"
"1045","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","@kusenakitap","Organization"
"1046","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","Volkan","Person"
"1047","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","Sönmez","Person"
"1048","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","11","Date"
"1049","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","Aralık","Date"
"1050","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","Osmaniye","Location"
"1051","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","Kitap","Location"
"1052","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","Fuarı","Location"
"1053","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","Aygan","Organization"
"1054","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","Yayın","Organization"
"1055","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","#volkansonmez","Person"
"1056","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","#ahmetsafak","Person"
"1057","RT @kusenakitap  Volkan Sönmez İmza Günü 11 Aralık Osmaniye Kitap Fuarı Aygan Yayın Standı #volkansonmez #kitap #ahmetsafak #kusenayayin #i… ","#kusenayayin","Organization"
"1058","RT @kusenakitap  Değerli okurumuz İhsan Basaran'ın kitapları imzalanıyor. Keyifli okumalar dileriz. https //t.co/NQ3bAkaYIw ","@kusenakitap","Organization"
"1059","RT @kusenakitap  Değerli okurumuz İhsan Basaran'ın kitapları imzalanıyor. Keyifli okumalar dileriz. https //t.co/NQ3bAkaYIw ","İhsan","Person"
"1060","RT @kusenakitap  Değerli okurumuz İhsan Basaran'ın kitapları imzalanıyor. Keyifli okumalar dileriz. https //t.co/NQ3bAkaYIw ","Basaran'ın","Person"
"1061","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","@kusenakitap","Organization"
"1062","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","AHMET","Person"
"1063","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","?AFAK","Person"
"1064","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","10","Date"
"1065","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","11","Date"
"1066","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","Aralık","Date"
"1067","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","Osmaniye","Location"
"1068","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","Kitap","Location"
"1069","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","Fuarı","Location"
"1070","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","Aygan","Organization"
"1071","RT @kusenakitap  AHMET ?AFAK İMZA GÜNÜ  10 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/aGHnDsRaJR ","Yayınları","Organization"
"1072","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","@kusenakitap","Organization"
"1073","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","VOLKAN","Person"
"1074","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","SÖNMEZ","Person"
"1075","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","11","Date"
"1076","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","Aralık","Date"
"1077","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","Osmaniye","Location"
"1078","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","Kitap","Location"
"1079","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","Fuarı","Location"
"1080","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","Aygan","Organization"
"1081","RT @kusenakitap  VOLKAN SÖNMEZ İMZA GÜNÜ 11 Aralık Osmaniye Kitap Fuarı Aygan Yayınları Standı https //t.co/XmwpQ3UuQ5 ","Yayınları","Organization"
"1082","RT @ahmetsafak_tc  İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık standı… ","@ahmetsafak_tc","Person"
"1083","RT @ahmetsafak_tc  İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık standı… ","10","Date"
"1084","RT @ahmetsafak_tc  İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık standı… ","11","Date"
"1085","RT @ahmetsafak_tc  İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık standı… ","Aralık'ta","Date"
"1086","RT @ahmetsafak_tc  İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık standı… ","Osmaniye","Location"
"1087","RT @ahmetsafak_tc  İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık standı… ","Kitap","Location"
"1088","RT @ahmetsafak_tc  İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık standı… ","Fuarı'nda","Location"
"1089","RT @ahmetsafak_tc  İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık standı… ","Aygan","Organization"
"1090","RT @ahmetsafak_tc  İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık standı… ","Yayıncılık","Organization"
"1091","RT @akyurek19  Osmaniye Belediyesi 1.Kitap Fuarına bekliyoruz. Ahmet ?afak İmza & Söyleşi Günleri @ahmetsafak_tc https //t.co/3eRSgkWdlG ","@akyurek19","Person"
"1092","RT @akyurek19  Osmaniye Belediyesi 1.Kitap Fuarına bekliyoruz. Ahmet ?afak İmza & Söyleşi Günleri @ahmetsafak_tc https //t.co/3eRSgkWdlG ","Osmaniye","Location"
"1093","RT @akyurek19  Osmaniye Belediyesi 1.Kitap Fuarına bekliyoruz. Ahmet ?afak İmza & Söyleşi Günleri @ahmetsafak_tc https //t.co/3eRSgkWdlG ","Belediyesi","Location"
"1094","RT @akyurek19  Osmaniye Belediyesi 1.Kitap Fuarına bekliyoruz. Ahmet ?afak İmza & Söyleşi Günleri @ahmetsafak_tc https //t.co/3eRSgkWdlG ","Ahmet","Person"
"1095","RT @akyurek19  Osmaniye Belediyesi 1.Kitap Fuarına bekliyoruz. Ahmet ?afak İmza & Söyleşi Günleri @ahmetsafak_tc https //t.co/3eRSgkWdlG ","?afak","Person"
"1096","RT @akyurek19  Osmaniye Belediyesi 1.Kitap Fuarına bekliyoruz. Ahmet ?afak İmza & Söyleşi Günleri @ahmetsafak_tc https //t.co/3eRSgkWdlG ","@ahmetsafak_tc","Person"
"1097","İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık s… https //t.co/LllKvC7QeY ","10","Date"
"1098","İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık s… https //t.co/LllKvC7QeY ","11","Date"
"1099","İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık s… https //t.co/LllKvC7QeY ","Aralık'ta","Date"
"1100","İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık s… https //t.co/LllKvC7QeY ","Osmaniye","Location"
"1101","İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık s… https //t.co/LllKvC7QeY ","Kitap","Location"
"1102","İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık s… https //t.co/LllKvC7QeY ","Fuarı'nda","Location"
"1103","İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık s… https //t.co/LllKvC7QeY ","Aygan","Organization"
"1104","İnşAllah 10 11 Aralık'ta Osmaniye Kitap Fuarı'nda imza günü yapacağız.Sevenlerimi kitapseverleri Aygan Yayıncılık s… https //t.co/LllKvC7QeY ","Yayıncılık","Organization"
"1105","Sanatçı Volkan Sönmez'le kitabı Fırsatçı hakkında mini söyleşi.İzleyin.. https //t.co/uKkAyPj6Lf ","Volkan","Person"
"1106","Sanatçı Volkan Sönmez'le kitabı Fırsatçı hakkında mini söyleşi.İzleyin.. https //t.co/uKkAyPj6Lf ","Sönmez'le","Person"
"1107","BengüTürk tv de Ülkü Sincar'ı izliyorum.Keyifle dikkatle .. https //t.co/3dkkeuf6f2 ","BengüTürk","Organization"
"1108","BengüTürk tv de Ülkü Sincar'ı izliyorum.Keyifle dikkatle .. https //t.co/3dkkeuf6f2 ","tv","Organization"
"1109","BengüTürk tv de Ülkü Sincar'ı izliyorum.Keyifle dikkatle .. https //t.co/3dkkeuf6f2 ","Ülkü","Person"
"1110","BengüTürk tv de Ülkü Sincar'ı izliyorum.Keyifle dikkatle .. https //t.co/3dkkeuf6f2 ","Sincar'ı","Person"
"1111","RT @kusenakitap  FIRSATÇI Sanatçı Yazar Volkan Sönmez'den harika bir roman daha.D&R Mağazaları https //t.co/Mxmrglcc5W ve tüm kitapçılarda… ","@kusenakitap","Organization"
"1112","RT @kusenakitap  FIRSATÇI Sanatçı Yazar Volkan Sönmez'den harika bir roman daha.D&R Mağazaları https //t.co/Mxmrglcc5W ve tüm kitapçılarda… ","Volkan","Person"
"1113","RT @kusenakitap  FIRSATÇI Sanatçı Yazar Volkan Sönmez'den harika bir roman daha.D&R Mağazaları https //t.co/Mxmrglcc5W ve tüm kitapçılarda… ","Sönmez'den","Person"
"1114","RT @kusenakitap  FIRSATÇI Sanatçı Yazar Volkan Sönmez'den harika bir roman daha.D&R Mağazaları https //t.co/Mxmrglcc5W ve tüm kitapçılarda… ","daha.D&R","Organization"
"1115","Mesut Mercan'ı yıllar sonra TRT ana haber ekranında görmek  çok güzeldi.Bu vefalı hareketten dolayı TRT Genel Müdürü ?enol Göka'yı kutlarım ","Mesut","Person"
"1116","Mesut Mercan'ı yıllar sonra TRT ana haber ekranında görmek  çok güzeldi.Bu vefalı hareketten dolayı TRT Genel Müdürü ?enol Göka'yı kutlarım ","Mercan'ı","Person"
"1117","Mesut Mercan'ı yıllar sonra TRT ana haber ekranında görmek  çok güzeldi.Bu vefalı hareketten dolayı TRT Genel Müdürü ?enol Göka'yı kutlarım ","TRT","Organization"
"1118","Mesut Mercan'ı yıllar sonra TRT ana haber ekranında görmek  çok güzeldi.Bu vefalı hareketten dolayı TRT Genel Müdürü ?enol Göka'yı kutlarım ","TRT","Organization"
"1119","Mesut Mercan'ı yıllar sonra TRT ana haber ekranında görmek  çok güzeldi.Bu vefalı hareketten dolayı TRT Genel Müdürü ?enol Göka'yı kutlarım ","?enol","Person"
"1120","Mesut Mercan'ı yıllar sonra TRT ana haber ekranında görmek  çok güzeldi.Bu vefalı hareketten dolayı TRT Genel Müdürü ?enol Göka'yı kutlarım ","Göka'yı","Person"
"1121","RT @milliyetciezgi  Olsun  Olsun  @ahmetsafak_tc  #EskişehirsporYokOlmasın https //t.co/6D3jU6Cn9G ","@milliyetciezgi","Person"
"1122","RT @milliyetciezgi  Olsun  Olsun  @ahmetsafak_tc  #EskişehirsporYokOlmasın https //t.co/6D3jU6Cn9G ","@ahmetsafak_tc","Person"
"1123","Sanatçı Orhan Ölmez kardeşime geçmiş olsun.Pırıl pırıl  kardeşimdir.Sevgilerimi sunuyorum. ","Orhan","Person"
"1124","Sanatçı Orhan Ölmez kardeşime geçmiş olsun.Pırıl pırıl  kardeşimdir.Sevgilerimi sunuyorum. ","Ölmez","Person"
"1125","RT @kusenakitap  Bu Fırsatçı  yı kaçırmayın  hemen okuyun. Tüm D&R'larda ve https //t.co/Mxmrglcc5W'da.Yayınevi Sipariş 05338176214 https /… ","@kusenakitap","Organization"
"1126","RT @kusenakitap  Bu Fırsatçı  yı kaçırmayın  hemen okuyun. Tüm D&R'larda ve https //t.co/Mxmrglcc5W'da.Yayınevi Sipariş 05338176214 https /… ","D&R'larda","Organization"
"1127","RT @ahmetsafak_tc  Garip ama gerçek..Kültür ve sanatı bilmek istemiyoruz.Bizi eğlendirsin yeter diyoruz.İdealistlerimiz de bu rüzgarın etki… ","@ahmetsafak_tc","Person"
"1128","@tlinimek1 Budur Tülin  ) ","@tlinimek1","Person"
"1129","@tlinimek1 Budur Tülin  ) ","Tülin","Person"
"1130","RT @ahmetsafak_tc  Yıllarca haykırdık yine haykırıyorum.. Yaşasın Türk lirası ","@ahmetsafak_tc","Person"
"1131","RT @ahmetsafak_tc  Yıllarca haykırdık yine haykırıyorum.. Yaşasın Türk lirası ","Türk","Money"
"1132","RT @ahmetsafak_tc  Yıllarca haykırdık yine haykırıyorum.. Yaşasın Türk lirası ","lirası","Money"
"1133","RT @ahmetsafak_tc  11 Kitap yazdım.13.Albüm çıkmak üzere.Dizi filmler tv programları yaptım.Ödüllü sanatçıyım.  Marka değerin yok  diyorlar.M… ","@ahmetsafak_tc","Person"
"1134","RT @DonduColak  @ahmetsafak_tc her kitabını satır satır  kalın  çizgilerle okuduğum yazar albümlerini aldığım tek  sanatçı. Marka daha ne… ","@DonduColak","Person"
"1135","RT @DonduColak  @ahmetsafak_tc her kitabını satır satır  kalın  çizgilerle okuduğum yazar albümlerini aldığım tek  sanatçı. Marka daha ne… ","@ahmetsafak_tc","Person"
"1136","Yıllarca haykırdık yine haykırıyorum.. Yaşasın Türk lirası ","Türk","Money"
"1137","Yıllarca haykırdık yine haykırıyorum.. Yaşasın Türk lirası ","lirası","Money"
"1138","@ylnzkurt85 Budur Hamit ","@ylnzkurt85","Person"
"1139","@ylnzkurt85 Budur Hamit ","Hamit","Person"
"1140","RT @ahmetsafak_tc  Marka değeri herhalde şu olmalı elime bir ürün alıp tv de reklam programına çıksam kimse o ürünü benim hatrıma satın alm… ","@ahmetsafak_tc","Person"
"1141","@volkan_sonmez  ) ","@volkan_sonmez","Person"
"1142","RT @kusenakitap  Fırsatçı 2. Baskısını yaptı. Gösterilen yoğun ilgiden dolayı okuyucularımıza teşekkür ederiz. https //t.co/V5h6CPHRz3 ","@kusenakitap","Organization"
"1143","RT @kusenakitap  Fırsatçı D&R Mağazalarından ve https //t.co/Mxmrglcc5W'dan alabilirsiniz. https //t.co/RhxYrNueFJ ","@kusenakitap","Organization"
"1144","RT @kusenakitap  Fırsatçı D&R Mağazalarından ve https //t.co/Mxmrglcc5W'dan alabilirsiniz. https //t.co/RhxYrNueFJ ","D&R","Organization"
"1145","RT @radyo80  Sanatçı @ahmetsafak_tc  10 11 Aralık'ta Osmaniye Belediyesi 1. Kitap Fuarında Aygan Yayıncılık standında kitaplarını imzalayac… ","@radyo80","Organization"
"1146","RT @radyo80  Sanatçı @ahmetsafak_tc  10 11 Aralık'ta Osmaniye Belediyesi 1. Kitap Fuarında Aygan Yayıncılık standında kitaplarını imzalayac… ","@ahmetsafak_tc","Person"
"1147","RT @radyo80  Sanatçı @ahmetsafak_tc  10 11 Aralık'ta Osmaniye Belediyesi 1. Kitap Fuarında Aygan Yayıncılık standında kitaplarını imzalayac… ","10","Date"
"1148","RT @radyo80  Sanatçı @ahmetsafak_tc  10 11 Aralık'ta Osmaniye Belediyesi 1. Kitap Fuarında Aygan Yayıncılık standında kitaplarını imzalayac… ","11","Date"
"1149","RT @radyo80  Sanatçı @ahmetsafak_tc  10 11 Aralık'ta Osmaniye Belediyesi 1. Kitap Fuarında Aygan Yayıncılık standında kitaplarını imzalayac… ","Aralık'ta","Date"
"1150","RT @radyo80  Sanatçı @ahmetsafak_tc  10 11 Aralık'ta Osmaniye Belediyesi 1. Kitap Fuarında Aygan Yayıncılık standında kitaplarını imzalayac… ","Osmaniye","Location"
"1151","RT @radyo80  Sanatçı @ahmetsafak_tc  10 11 Aralık'ta Osmaniye Belediyesi 1. Kitap Fuarında Aygan Yayıncılık standında kitaplarını imzalayac… ","Belediyesi","Location"
"1152","RT @radyo80  Sanatçı @ahmetsafak_tc  10 11 Aralık'ta Osmaniye Belediyesi 1. Kitap Fuarında Aygan Yayıncılık standında kitaplarını imzalayac… ","Aygan","Organization"
"1153","RT @radyo80  Sanatçı @ahmetsafak_tc  10 11 Aralık'ta Osmaniye Belediyesi 1. Kitap Fuarında Aygan Yayıncılık standında kitaplarını imzalayac… ","Yayıncılık","Organization"
"1154","@erkanhaberal Çok iyi bir konuşmaydı.Tebrikler ","@erkanhaberal","Person"
"1155","RT @HaberalErkan  @ahmetsafak_tc #tbmm #mhpgruptoplantısı https //t.co/6fhKWXWP7p ","@HaberalErkan","Person"
"1156","RT @HaberalErkan  @ahmetsafak_tc #tbmm #mhpgruptoplantısı https //t.co/6fhKWXWP7p ","@ahmetsafak_tc","Person"
"1157","RT @HaberalErkan  @ahmetsafak_tc #tbmm #mhpgruptoplantısı https //t.co/6fhKWXWP7p ","#tbmm","Organization"
"1158","RT @erkanhaberal  Milyonlarca ülkücüyü YALNIZ KURT yapan OLSUN dedikçe fırtınalar kopartan AHMET ?AFAK Seviliyorsun sayılıyorsun dinleniy… ","@erkanhaberal","Person"
"1159","RT @erkanhaberal  Milyonlarca ülkücüyü YALNIZ KURT yapan OLSUN dedikçe fırtınalar kopartan AHMET ?AFAK Seviliyorsun sayılıyorsun dinleniy… ","YALNIZ","Product"
"1160","RT @erkanhaberal  Milyonlarca ülkücüyü YALNIZ KURT yapan OLSUN dedikçe fırtınalar kopartan AHMET ?AFAK Seviliyorsun sayılıyorsun dinleniy… ","KURT","Product"
"1161","RT @erkanhaberal  Milyonlarca ülkücüyü YALNIZ KURT yapan OLSUN dedikçe fırtınalar kopartan AHMET ?AFAK Seviliyorsun sayılıyorsun dinleniy… ","AHMET","Person"
"1162","RT @erkanhaberal  Milyonlarca ülkücüyü YALNIZ KURT yapan OLSUN dedikçe fırtınalar kopartan AHMET ?AFAK Seviliyorsun sayılıyorsun dinleniy… ","?AFAK","Person"
"1163","RT @kusenakitap  Sanatçı Yazar Volkan Sonmez'in yeni romanı tüm kitapçılarda#dr#kitapyurdu#kusena#encokokunan#roman#neokumali#kitap# https … ","@kusenakitap","Organization"
"1164","RT @kusenakitap  Sanatçı Yazar Volkan Sonmez'in yeni romanı tüm kitapçılarda#dr#kitapyurdu#kusena#encokokunan#roman#neokumali#kitap# https … ","Volkan","Person"
"1165","RT @kusenakitap  Sanatçı Yazar Volkan Sonmez'in yeni romanı tüm kitapçılarda#dr#kitapyurdu#kusena#encokokunan#roman#neokumali#kitap# https … ","Sonmez'in","Person"
"1166","RT @kusenakitap  ''Fırsatçı'' tüm D&R Mağazaları ve https //t.co/Mxmrglcc5W'da. https //t.co/dHbXAKhiIP ","@kusenakitap","Organization"
"1167","RT @kusenakitap  ''Fırsatçı'' tüm D&R Mağazaları ve https //t.co/Mxmrglcc5W'da. https //t.co/dHbXAKhiIP ","''Fırsatçı''","Product"
"1168","RT @kusenakitap  ''Fırsatçı'' tüm D&R Mağazaları ve https //t.co/Mxmrglcc5W'da. https //t.co/dHbXAKhiIP ","D&R","Organization"
"1169","@EmreKaraca3851 Albümün adı başka ","@EmreKaraca3851","Person"
"1170","@EmreKaraca3851 Hayır bu marş yok. ","@EmreKaraca3851","Person"
"1171","RT @ahmetsafak_tc  Kitap okuyalım derim..Bu kitabı mutlaka okuyalım Fırsatçı Bütün kitapçılarda.. https //t.co/cAjlHBoBml ","@ahmetsafak_tc","Person"
"1172","RT @ahmetsafak_tc  Kitap okuyalım derim..Bu kitabı mutlaka okuyalım Fırsatçı Bütün kitapçılarda.. https //t.co/cAjlHBoBml ","Fırsatçı","Product"
"1173","RT @sblsnmz19  @ahmetsafak_tc Yaşını Deme Ad gününüz kutlu olsun @Tenzile_R  Sağlıklı ömürler saygı ile.. https //t.co/cBe3ELjOjc @youtub… ","@sblsnmz19","Person"
"1174","RT @sblsnmz19  @ahmetsafak_tc Yaşını Deme Ad gününüz kutlu olsun @Tenzile_R  Sağlıklı ömürler saygı ile.. https //t.co/cBe3ELjOjc @youtub… ","@ahmetsafak_tc","Person"
"1175","RT @sblsnmz19  @ahmetsafak_tc Yaşını Deme Ad gününüz kutlu olsun @Tenzile_R  Sağlıklı ömürler saygı ile.. https //t.co/cBe3ELjOjc @youtub… ","@Tenzile_R","Person"
"1176","RT @sblsnmz19  @ahmetsafak_tc Yaşını Deme Ad gününüz kutlu olsun @Tenzile_R  Sağlıklı ömürler saygı ile.. https //t.co/cBe3ELjOjc @youtub… ","@youtub…","Organization"
"1177","RT @kusenakitap  Volkan Sönmez'in yeni romanı ''FIRSATÇI'' tüm kitapçılarda. https //t.co/2tUNIYkzCw ","@kusenakitap","Organization"
"1178","RT @kusenakitap  Volkan Sönmez'in yeni romanı ''FIRSATÇI'' tüm kitapçılarda. https //t.co/2tUNIYkzCw ","Volkan","Person"
"1179","RT @kusenakitap  Volkan Sönmez'in yeni romanı ''FIRSATÇI'' tüm kitapçılarda. https //t.co/2tUNIYkzCw ","Sönmez'in","Person"
"1180","RT @kusenakitap  Volkan Sönmez'in yeni romanı ''FIRSATÇI'' tüm kitapçılarda. https //t.co/2tUNIYkzCw ","''FIRSATÇI''","Product"
"1181"," Ayyıldız Kolye  https //t.co/GhtgqBrNUi ","Ayyıldız","Product"
"1182"," Ayyıldız Kolye  https //t.co/GhtgqBrNUi ","Kolye","Product"
"1183","Ayyıldız Kolye derim susarım  Bekleyin..Çok yakında ","Ayyıldız","Product"
"1184","Ayyıldız Kolye derim susarım  Bekleyin..Çok yakında ","Kolye","Product"
"1185","RT @kusenakitap  FIRSATÇI tüm D&R Mağazaları ve https //t.co/MxmrgltMXu da  https //t.co/6QQBG25yBJ ","@kusenakitap","Organization"
"1186","RT @kusenakitap  FIRSATÇI tüm D&R Mağazaları ve https //t.co/MxmrgltMXu da  https //t.co/6QQBG25yBJ ","FIRSATÇI","Product"
"1187","RT @kusenakitap  FIRSATÇI tüm D&R Mağazaları ve https //t.co/MxmrgltMXu da  https //t.co/6QQBG25yBJ ","D&R","Organization"
"1188","@MedihaSalman @YouTube Rotterdam'a selamlar  )) ","@MedihaSalman","Person"
"1189","@MedihaSalman @YouTube Rotterdam'a selamlar  )) ","@YouTube","Organization"
"1190","@MedihaSalman @YouTube Rotterdam'a selamlar  )) ","Rotterdam'a","Location"
"1191","@EmreKaraca3851 @YouTube Sevgiler selamlar kardeşim.Kayseri'yi özledik.. ","@EmreKaraca3851","Person"
"1192","@EmreKaraca3851 @YouTube Sevgiler selamlar kardeşim.Kayseri'yi özledik.. ","@YouTube","Organization"
"1193","@EmreKaraca3851 @YouTube Sevgiler selamlar kardeşim.Kayseri'yi özledik.. ","kardeşim.Kayseri'yi","Location"
"1194","@043Hakan Albüm inşAllah 10 gün içinde çıkacak.?iir kitabına biraz daha vakit var.İlgine teşekkür ederim kardeşim ","@043Hakan","Person"
"1195","https //t.co/iGZ91PMT59 Kayseri'de bir kardeşim var  Mehmet Muhtar Bizim kardeşliğimiz aynı zamanda hisli şarkılar kardeşliğidir ","Kayseri'de","Location"
"1196","https //t.co/iGZ91PMT59 Kayseri'de bir kardeşim var  Mehmet Muhtar Bizim kardeşliğimiz aynı zamanda hisli şarkılar kardeşliğidir ","Mehmet","Person"
"1197","https //t.co/iGZ91PMT59 Kayseri'de bir kardeşim var  Mehmet Muhtar Bizim kardeşliğimiz aynı zamanda hisli şarkılar kardeşliğidir ","Muhtar","Person"
"1198","https //t.co/7qzbV8vOrn Biz büyük bir aileyiz. Biz Türkiye'yiz.. ","Türkiye'yiz..","Location"
